"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-05-19 15:52:00,84,"Birds","135","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"plot bird, Harvest 6-10 & fire","C_Hovis","135"
2020-05-19 15:53:00,84,"Birds","136","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pink robin, Harvest 6-10 & fire","C_Hovis","136"
2020-05-19 15:54:00,84,"Birds","137","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"red wattlebird, Harvest 6-10 & fire","C_Hovis","137"
2020-05-19 15:55:00,84,"Birds","138","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rose robin, Harvest 6-10 & fire","C_Hovis","138"
2020-05-19 15:56:00,84,"Birds","139","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rufous fantail, Harvest 6-10 & fire","C_Hovis","139"
2020-05-19 15:57:00,84,"Birds","140","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"silvereye, Harvest 6-10 & fire","C_Hovis","140"
2020-05-19 15:58:00,84,"Birds","141","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"spotted pardalot, Harvest 6-10 & fire","C_Hovis","141"
2020-05-19 15:59:00,84,"Birds","142","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated pardalote, Harvest 6-10 & fire","C_Hovis","142"
2020-05-19 16:00:00,84,"Birds","143","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated thronbill, Harvest 6-10 & fire","C_Hovis","143"
2020-05-19 16:01:00,84,"Birds","144","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb fairy-wren, Harvest 6-10 & fire","C_Hovis","144"
2020-05-19 16:02:00,84,"Birds","145","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb lyrebird, Harvest 6-10 & fire","C_Hovis","145"
2020-05-19 16:03:00,84,"Birds","146","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 6-10 & fire","C_Hovis","146"
2020-05-19 16:04:00,84,"Birds","147","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-eared honey eater, Harvest 6-10 & fire","C_Hovis","147"
2020-05-19 16:05:00,84,"Birds","148","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 6-10 & fire","C_Hovis","148"
2020-05-19 16:06:00,84,"Birds","149","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 6-10 & fire","C_Hovis","149"
2020-05-19 16:07:00,84,"Birds","150","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 6-10 & fire","C_Hovis","150"
2020-05-19 16:08:00,84,"Birds","151","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"log(bodymass) & harvest 1-5","C_Hovis","151"
2020-05-19 16:09:00,84,"Birds","152","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"insenctivore & harvest 1-5","C_Hovis","152"
2020-05-19 16:10:00,84,"Birds","153","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"migratory & harvest 1-5","C_Hovis","153"
2020-05-19 16:11:00,84,"Birds","154","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"log(bodymass) & harvest 6-10","C_Hovis","154"
2020-05-19 16:12:00,84,"Birds","155","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"insenctivore & harvest 6-10","C_Hovis","155"
2020-05-19 16:13:00,84,"Birds","156","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"migratory & harvest 6-10","C_Hovis","156"
2020-05-19 16:14:00,84,"Birds","157","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"log(bodymass) & harvest 1-5 & fire","C_Hovis","157"
2020-05-19 16:15:00,84,"Birds","158","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"insenctivore & harvest 1-5 & fire","C_Hovis","158"
2020-05-19 16:16:00,84,"Birds","159","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"migratory & harvest 1-5 & fire","C_Hovis","159"
2020-05-19 16:17:00,84,"Birds","160","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"log(bodymass) & harvest 6-10 & fire","C_Hovis","160"
2020-05-19 16:18:00,84,"Birds","161","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"insenctivore & harvest 6-10 & fire","C_Hovis","161"
2020-05-19 16:19:00,84,"Birds","162","Functional","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"migratory & harvest 6-10 & fire","C_Hovis","162"
2020-06-10 16:19:00,4060,"Birds ","1","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma","before/after telecoupling (designation of protected wetlands)","positive","yes","<0.001","across all wetland birds","A_Herzberger","1"
2020-06-10 16:20:00,4060,"Birds ","2","Functional",NA,"Richness (number of species)",NA,"Gamma","before/after telecoupling (designation of protected wetlands)","positive","yes","<0.002","across all wetland birds","A_Herzberger","2"
2020-06-10 16:21:00,4060,"Birds ","3","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma","before/after telecoupling (designation of protected wetlands)","positive","yes","<0.003","Waders","A_Herzberger","3"
2020-06-10 16:22:00,4060,"Birds ","4","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma","before/after telecoupling (designation of protected wetlands)","positive","no","","Ducks","A_Herzberger","4"
2020-06-10 16:23:00,4060,"Birds ","5","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma","before/after telecoupling (designation of protected wetlands)","positive","yes","<0.001","Gulls and terns","A_Herzberger","5"
2020-06-10 16:24:00,4060,"Birds ","6","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.066","no dif before and after ","A_Herzberger","6"
2020-06-10 16:25:00,4060,"Birds ","7","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.009","abundance changed after the desgination of the protected wetland, but cant easily tell if is positive/negative, signifcance test was done on relative abundace of single species between sites ","A_Herzberger","7"
2020-06-10 16:26:00,4060,"Birds ","8","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","8"
2020-06-10 16:27:00,4060,"Birds ","9","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.021","","A_Herzberger","9"
2020-06-10 16:28:00,4060,"Birds ","10","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.031","","A_Herzberger","10"
2020-06-10 16:29:00,4060,"Birds ","11","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.018","","A_Herzberger","11"
2020-06-10 16:30:00,4060,"Birds ","12","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.84","","A_Herzberger","12"
2020-06-10 16:31:00,4060,"Birds ","13","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.047","","A_Herzberger","13"
2020-06-10 16:32:00,4060,"Birds ","14","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.458","","A_Herzberger","14"
2020-06-10 16:33:00,4060,"Birds ","15","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.313","","A_Herzberger","15"
2020-06-10 16:34:00,4060,"Birds ","16","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.115","","A_Herzberger","16"
2020-06-10 16:35:00,4060,"Birds ","17","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.01","","A_Herzberger","17"
2020-06-10 16:36:00,4060,"Birds ","18","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","18"
2020-06-10 16:37:00,4060,"Birds ","19","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","19"
2020-06-10 16:38:00,4060,"Birds ","20","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","20"
2020-06-10 16:39:00,4060,"Birds ","21","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","21"
2020-06-10 16:40:00,4060,"Birds ","22","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","22"
2020-06-10 16:41:00,4060,"Birds ","23","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","23"
2020-06-10 16:42:00,4060,"Birds ","24","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.62","","A_Herzberger","24"
2020-06-10 16:43:00,4060,"Birds ","25","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.21","","A_Herzberger","25"
2020-06-10 16:44:00,4060,"Birds ","26","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.079","","A_Herzberger","26"
2020-06-10 16:45:00,4060,"Birds ","27","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","neutral","no","0.069","","A_Herzberger","27"
2020-06-10 16:46:00,4060,"Birds ","28","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","28"
2020-06-10 16:47:00,4060,"Birds ","29","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.019","","A_Herzberger","29"
2020-06-10 16:48:00,4060,"Birds ","30","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","0.003","","A_Herzberger","30"
2020-06-10 16:49:00,4060,"Birds ","31","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","31"
2020-06-10 16:50:00,4060,"Birds ","32","Taxanomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","changed ","yes","<0.001","","A_Herzberger","32"
